INDIGO;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;Id;Fecha_orden;Tipo Prioridad;Categoria;Subcategoria;Producto;Cantidad;Ventas;Margen;Descuento;Utilidad;Precio_venta;Precio_costo;Costo_envio;Modo_envio;Nombre_cliente;Pais;Prov. / Depto.;Segmento;Empaque;Fecha_envio;Canal de Venta
;53767;26/8/2011;2;1;Papel;"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case";35; 55,32 ;44%;3%; 793,86 ; 1.883,92 ; 30,98 ; 5,76 ;1;Sibella Parks;2;29;1;6;27/8/2011;2
;53795;30/1/2012;3;1;Papel;Xerox 1894;40; 10,45 ;38%;10%; 117,06 ; 382,48 ; 6,48 ; 6,22 ;3;Sandra Flanagan;4;19;3;6;31/1/2012;1
;53795;30/1/2012;3;3;Telefonos;Polyproplyene Holder;21; 326,65 ;40%;5%; 2.400,88 ; 6.520,87 ; 195,99 ; 4,20 ;1;Sandra Flanagan;4;12;3;6;1/2/2012;2
;53797;1/10/2009;4;2;Librerias;O'Sullivan 3-Shelf Heavy-Duty Bookcases;10; 96,90 ;40%;1%; 377,91 ; 995,92 ; 58,14 ; 36,61 ;2;Doug Bickford;6;122;1;4;1/10/2009;3
;53798;19/4/2009;1;1;Accesorios;Honeywell Quietcare HEPA Air Cleaner;29; 126,85 ;38%;0%; 1.397,94 ; 3.692,78 ; 78,65 ; 13,99 ;1;Kelly Williams;2;31;2;3;26/4/2009;3
;53798;19/4/2009;1;2;Tapetes;Global High-Back Leather Tilter, Burgundy;41; 236,52 ;48%;8%; 3.878,92 ; 8.991,71 ; 122,99 ; 70,20 ;2;Kelly Williams;2;31;2;7;24/4/2009;1
;53825;9/4/2011;1;1;Papel;Xerox 1885;36; 85,79 ;44%;8%; 1.111,78 ; 2.848,45 ; 48,04 ; 7,23 ;1;Joy Smith;2;29;4;6;11/4/2011;3
;53863;3/6/2010;3;1;Organizadores;Fellowes Super Stor/Drawer Files;46; 269,25 ;40%;2%; 4.706,49 ; 12.157,78 ; 161,55 ; 19,99 ;3;Christina DeMoss;2;25;3;6;6/6/2010;4
;53891;22/1/2009;3;1;Carpetas;"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black";36; 25,80 ;41%;2%; 362,18 ; 919,83 ; 15,22 ; 9,73 ;1;Nathan Mautz;3;115;3;6;22/1/2009;3
;53891;22/1/2009;3;3;Perifericos;Motorola SB4200 Cable Modem;27; 346,13 ;48%;7%; 3.831,71 ; 8.711,43 ; 179,99 ; 19,99 ;1;Nathan Mautz;7;71;3;6;23/1/2009;4
;53891;22/1/2009;3;2;Mobiliario;Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting;44; 167,69 ;45%;2%; 3.172,71 ; 7.270,44 ; 92,23 ; 39,61 ;3;Nathan Mautz;7;52;3;3;23/1/2009;2
;53891;22/1/2009;3;3;Telefonos;Polyproplyene Holder;25; 214,80 ;46%;3%; 2.309,06 ; 5.214,73 ; 115,99 ; 5,92 ;3;Nathan Mautz;7;76;3;6;23/1/2009;3
;53894;7/7/2009;4;2;Mobiliario;Coloredge Poster Frame;47; 29,58 ;52%;3%; 681,30 ; 1.354,00 ; 14,20 ; 5,30 ;1;Cathy Armstrong;7;49;4;5;8/7/2009;3
;53894;7/7/2009;4;2;Mesas;Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table;37; 129,76 ;45%;4%; 1.968,51 ; 4.678,20 ; 71,37 ; 69,00 ;1;Cathy Armstrong;7;74;4;1;8/7/2009;2
;53894;7/7/2009;4;3;Telefonos;Polyproplyene Holder;29; 358,91 ;44%;2%; 4.371,53 ; 10.208,32 ; 200,99 ; 8,08 ;3;Cathy Armstrong;7;66;4;6;7/7/2009;3
;53895;4/9/2011;2;1;Organizadores;Smead Adjustable Mobile File Trolley with Lockable Top;21; 762,16 ;45%;10%; 5.601,90 ; 14.424,88 ; 419,19 ; 19,99 ;1;Amy Hunt;3;114;1;6;6/9/2011;4
;53920;18/3/2009;4;1;Organizadores;Tennsco Lockers, Gray;18; 35,56 ;41%;5%; 230,42 ; 661,09 ; 20,98 ; 53,03 ;2;Anna Chung;6;139;3;7;20/3/2009;1
;53953;27/3/2009;2;1;Papel;"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""";36; 16,57 ;46%;7%; 232,70 ; 556,91 ; 8,95 ; 2,01 ;1;Heather Jas;7;62;2;5;28/3/2009;1
;53955;4/3/2011;4;2;Tapetes;Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum;43; 229,79 ;43%;4%; 3.853,57 ; 9.615,71 ; 130,98 ; 130,00 ;2;Matt Abelman;3;114;3;7;6/3/2011;4
;53956;8/8/2011;3;1;Papel;Xerox 1893;43; 91,09 ;55%;1%; 2.115,08 ; 3.895,13 ; 40,99 ; 17,48 ;1;Elpida Rittenbach;3;105;4;6;9/8/2011;2
;53984;10/12/2012;5;1;Papel;Adams Phone Message Book, 200 Message Capacity, 8 1/16 x 11;23; 11,86 ;42%;0%; 114,59 ; 274,83 ; 6,88 ; 2,00 ;1;Rick Wilson;4;6;2;5;11/12/2012;4
;53990;1/11/2012;2;3;Telefonos;T18;44; 179,02 ;38%;4%; 2.678,08 ; 7.564,14 ; 110,99 ; 2,50 ;1;Carlos Daly;6;130;2;6;2/11/2012;3
;54019;1/7/2009;1;3;Maquinas de oficina;Canon S750 Color Inkjet Printer;35; 189,02 ;36%;8%; 1.852,35 ; 6.112,60 ; 120,97 ; 26,30 ;2;Aaron Bergman;2;31;2;7;8/7/2009;1
;54020;31/1/2012;1;1;Papel;Xerox 1887;35; 30,11 ;37%;5%; 337,24 ; 1.006,40 ; 18,97 ; 5,21 ;1;Jennifer Ferguson;5;34;2;6;4/2/2012;1
;54020;31/1/2012;1;1;Papel;Xerox 204;43; 11,17 ;42%;9%; 158,54 ; 444,04 ; 6,48 ; 6,86 ;1;Jennifer Ferguson;5;37;2;6;5/2/2012;4
;54023;22/7/2012;2;1;Carpetas;GBC Standard Plastic Binding Systems Combs;45; 16,70 ;47%;7%; 300,57 ; 704,42 ; 8,85 ; 5,60 ;1;Sean Miller;4;20;1;6;23/7/2012;4
;54051;11/8/2011;5;2;Librerias;Sauder Forest Hills Library, Woodland Oak Finish;23; 306,48 ;54%;5%; 3.454,01 ; 6.732,64 ; 140,98 ; 36,09 ;2;Alice McCarthy;2;26;2;4;13/8/2011;4
;54051;11/8/2011;5;1;Etiquetas;Avery 491;28; 6,88 ;40%;6%; 65,53 ; 182,16 ; 4,13 ; 0,99 ;3;Alice McCarthy;2;30;2;6;12/8/2011;2
;54053;14/2/2012;3;3;Telefonos;Accessory6;18; 109,78 ;49%;6%; 849,73 ; 1.862,55 ; 55,99 ; 5,00 ;3;Alex Grayson;7;57;4;2;15/2/2012;2
;54053;14/2/2012;3;3;Telefonos;Polyproplyene Holder;34; 329,49 ;39%;3%; 4.032,98 ; 10.874,72 ; 200,99 ; 8,08 ;1;Alex Grayson;5;46;4;6;15/2/2012;1
;54055;13/2/2009;4;2;Librerias;O'Sullivan Living Dimensions 2-Shelf Bookcases;44; 186,12 ;35%;2%; 2.702,51 ; 8.084,27 ; 120,98 ; 58,64 ;2;Lena Creighton;4;6;3;4;15/2/2009;3
;54081;10/3/2011;1;3;Perifericos;Memorex 4.7GB DVD+RW, 3/Pack;2; 49,96 ;43%;2%; 40,97 ; 99,92 ; 28,48 ; 1,99 ;1;Seth Vernon;2;25;3;2;12/3/2011;2
;54083;21/7/2011;3;1;Accesorios;Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators;10; 458,70 ;39%;8%; 1.421,99 ; 4.243,28 ; 279,81 ; 23,19 ;2;Don Miller;6;141;3;7;23/7/2011;2
;54084;10/9/2011;4;2;Tapetes;Global Deluxe Stacking Chair, Gray;3; 84,97 ;40%;8%; 81,57 ; 248,70 ; 50,98 ; 14,19 ;2;Lauren Leatherbury;2;31;2;7;12/9/2011;3
;54086;6/9/2012;1;3;Maquinas de oficina;Epson LQ-570e Dot Matrix Printer;23; 576,53 ;53%;6%; 6.232,31 ; 12.492,68 ; 270,97 ; 28,06 ;2;Denny Ordway;2;29;1;7;8/9/2012;2
;54115;7/1/2012;1;1;Accesorios;Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags;24; 7,16 ;39%;1%; 65,34 ; 175,37 ; 4,37 ; 5,15 ;1;Brian Moss;3;120;2;6;12/1/2012;2
;54115;7/1/2012;1;1;Carpetas;Cardinal Holdit Business Card Pockets;39; 9,76 ;49%;3%; 175,18 ; 374,35 ; 4,98 ; 4,95 ;1;Brian Moss;3;108;2;6;12/1/2012;1
;54116;3/11/2011;4;2;Mesas;"Iceberg OfficeWorks 42"" Round Tables";22; 314,54 ;52%;5%; 3.252,36 ; 6.589,93 ; 150,98 ; 16,01 ;2;Frank Gastineau;2;27;1;4;4/11/2011;1
;54119;22/5/2010;5;1;Ligas;Advantus Push Pins, Aluminum Head;45; 9,68 ;40%;4%; 156,87 ; 421,69 ; 5,81 ; 3,37 ;3;Monica Federle;2;29;2;5;23/5/2010;4
;54119;22/5/2010;5;1;Organizadores;Acco Perma 2700 Stacking Storage Drawers;4; 59,48 ;50%;5%; 107,06 ; 232,66 ; 29,74 ; 6,64 ;1;Monica Federle;2;30;2;6;25/5/2010;3
;54145;2/1/2010;1;2;Mobiliario;Eldon Wave Desk Accessories;34; 4,43 ;53%;10%; 64,70 ; 140,75 ; 2,08 ; 5,33 ;1;Joni Blumstein;4;2;3;6;2/1/2010;1
;54146;18/10/2010;1;3;Perifericos;Fuji 5.2GB DVD-RAM;3; 70,62 ;42%;6%; 76,27 ; 201,14 ; 40,96 ; 1,99 ;1;Laurel Elliston;7;78;2;2;23/10/2010;4
;54150;22/6/2011;4;3;Telefonos;CF 888;12; 435,53 ;55%;1%; 2.822,26 ; 5.178,13 ; 195,99 ; 3,99 ;3;Bart Watters;3;118;2;6;22/6/2011;4
;54151;2/9/2009;4;1;Papel;"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages";35; 10,72 ;47%;3%; 165,04 ; 365,30 ; 5,68 ; 1,46 ;1;Amy Cox;4;20;1;5;3/9/2009;2
;54151;2/9/2009;4;1;Boligrafos;Prang Dustless Chalk Sticks;38; 3,00 ;44%;7%; 42,18 ; 107,02 ; 1,68 ; 1,00 ;1;Amy Cox;4;19;1;5;3/9/2009;4
;54176;27/6/2011;2;3;Perifericos;Keytronic French Keyboard;33; 129,79 ;43%;6%; 1.584,73 ; 4.040,59 ; 73,98 ; 14,52 ;1;Jack O'Briant;3;116;4;6;28/6/2011;4
;54177;25/1/2012;4;1;Carpetas;"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets";12; 85,60 ;50%;10%; 410,88 ; 927,47 ; 42,80 ; 2,99 ;1;Maria Bertelson;4;23;3;6;25/1/2012;4
;54177;25/1/2012;4;1;Papel;Xerox 210;25; 14,40 ;55%;10%; 162,00 ; 331,37 ; 6,48 ; 7,37 ;1;Maria Bertelson;4;23;3;6;27/1/2012;4
;54180;22/10/2012;4;1;Boligrafos;Boston 1730 StandUp Electric Pencil Sharpener;43; 46,48 ;54%;8%; 919,34 ; 1.847,67 ; 21,38 ; 8,99 ;1;Jill Matthias;2;26;4;2;24/10/2012;4
;54181;18/5/2012;3;3;Maquinas de oficina;Panasonic KX-P2130 Dot Matrix Printer;12; 333,52 ;36%;3%; 1.320,72 ; 3.896,82 ; 213,45 ; 14,70 ;2;Duane Benoit;4;12;3;7;20/5/2012;3
;54183;15/4/2012;4;3;Perifericos;Micro Innovations Micro Digital Wireless Keyboard and Mouse, Gray;32; 169,37 ;51%;2%; 2.655,68 ; 5.316,86 ; 82,99 ; 5,50 ;3;Mike Caudle;4;7;2;6;17/4/2012;2
;54183;15/4/2012;4;1;Boligrafos;Boston 16765 Mini Stand Up Battery Pencil Sharpener;9; 23,80 ;51%;2%; 104,94 ; 218,87 ; 11,66 ; 8,99 ;1;Mike Caudle;4;17;2;2;16/4/2012;2
;54209;15/8/2012;5;3;Telefonos;Accessory41;21; 71,98 ;50%;4%; 695,33 ; 1.457,11 ; 35,99 ; 5,99 ;1;Arthur Prichep;4;22;3;5;17/8/2012;1
;54214;2/1/2012;5;3;Copiadoras;Canon PC-428 Personal Copier;38; 344,81 ;42%;4%; 4.979,06 ; 12.603,17 ; 199,99 ; 24,49 ;3;Resi Polking;2;27;1;1;5/1/2012;3
;54215;21/10/2011;3;3;Perifericos;Memorex 80 Minute CD-R, 30/Pack;14; 37,67 ;39%;4%; 184,59 ; 508,30 ; 22,98 ; 1,99 ;1;Denny Ordway;2;26;1;2;23/10/2011;3
;54243;16/9/2009;1;2;Mesas;Laminate Occasional Tables;6; 270,40 ;43%;7%; 584,07 ; 1.577,85 ; 154,13 ; 69,00 ;3;Amy Cox;4;12;3;1;16/9/2009;4
;54245;24/3/2011;5;3;Telefonos;Accessory37;5; 41,16 ;49%;9%; 82,31 ; 189,76 ; 20,99 ; 2,50 ;1;Cari MacIntyre;4;7;2;5;25/3/2011;2
;54274;23/11/2010;2;1;Accesorios;Honeywell Quietcare HEPA Air Cleaner;20; 131,08 ;40%;5%; 917,58 ; 2.504,57 ; 78,65 ; 13,99 ;1;Don Jones;6;134;2;3;25/11/2010;1
;54276;6/2/2010;2;1;Papel;Staples Colored Bar Computer Paper;21; 70,88 ;50%;0%; 744,24 ; 1.493,40 ; 35,44 ; 4,92 ;1;Chad Cunningham;6;133;1;6;7/2/2010;3
;54279;30/7/2011;3;3;Maquinas de oficina;Panasonic KX-P1131 Dot Matrix Printer;41; 576,04 ;54%;10%; 10.391,82 ; 21.273,86 ; 264,98 ; 17,86 ;2;Harry Greene;2;31;2;7;31/7/2011;4
;54304;17/2/2010;3;1;Accesorios;Belkin Premiere Surge Master II 8-outlet surge protector;11; 89,96 ;46%;3%; 425,52 ; 963,89 ; 48,58 ; 3,99 ;1;Justin Hirsh;7;52;4;6;19/2/2010;2
;54307;8/1/2012;3;1;Carpetas;"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue";41; 9,26 ;47%;8%; 148,13 ; 355,12 ; 4,91 ; 5,68 ;1;Lauren Leatherbury;2;28;2;6;9/1/2012;2
;54307;8/1/2012;3;2;Mobiliario;Tensor Computer Mounted Lamp;15; 29,20 ;49%;1%; 210,21 ; 447,12 ; 14,89 ; 13,56 ;1;Lauren Leatherbury;2;29;2;1;9/1/2012;4
;54307;8/1/2012;3;2;Mesas;Global Adaptabilities Conference Tables;14; 530,15 ;47%;4%; 3.191,51 ; 7.160,90 ; 280,98 ; 35,67 ;2;Lauren Leatherbury;2;27;2;4;9/1/2012;2
;54336;15/4/2010;5;2;Mobiliario;Flat Face Poster Frame;50; 32,48 ;42%;5%; 600,93 ; 1.546,55 ; 18,84 ; 3,62 ;1;Alejandro Savely;2;24;2;5;17/4/2010;4
;54339;2/5/2012;1;1;Accesorios;Belkin 8 Outlet SurgeMaster II Gold Surge Protector;48; 117,61 ;49%;2%; 2.653,23 ; 5.536,26 ; 59,98 ; 3,99 ;3;Alan Hwang;4;4;2;6;9/5/2012;3
;54339;2/5/2012;1;3;Telefonos;Polyproplyene Holder;41; 126,90 ;48%;6%; 2.185,28 ; 4.896,18 ; 65,99 ; 5,31 ;1;Alan Hwang;4;14;2;6;7/5/2012;3
;54342;8/6/2009;1;3;Perifericos;Gyration Ultra Cordless Optical Suite;35; 162,85 ;38%;5%; 1.880,97 ; 5.422,10 ; 100,97 ; 7,18 ;3;Pauline Webber;2;24;4;6;8/6/2009;1
;54342;8/6/2009;1;1;Boligrafos;*Staples* Highlighting Markers;2; 7,81 ;38%;2%; 5,62 ; 16,01 ; 4,84 ; 0,71 ;1;Pauline Webber;2;29;4;5;8/6/2009;4
;54368;1/11/2011;2;1;Papel;"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4";31; 14,69 ;48%;4%; 200,40 ; 443,07 ; 7,64 ; 5,83 ;1;Kimberly Carter;5;47;1;5;3/11/2011;1
;54368;1/11/2011;2;1;Papel;Xerox 1952;16; 10,38 ;52%;8%; 73,04 ; 158,21 ; 4,98 ; 5,49 ;1;Kimberly Carter;5;42;1;6;2/11/2011;2
;54368;1/11/2011;2;3;Telefonos;KF 788;43; 91,98 ;50%;5%; 1.779,81 ; 3.762,37 ; 45,99 ; 4,99 ;1;Kimberly Carter;5;45;1;6;2/11/2011;3
;54369;2/3/2009;2;3;Perifericos;80 Minute Slim Jewel Case CD-R , 10/Pack - Staples;47; 17,72 ;53%;0%; 441,49 ; 834,99 ; 8,33 ; 1,99 ;3;Ryan Akin;4;18;4;2;4/3/2009;3
;54370;8/4/2012;2;3;Perifericos;US Robotics 56K V.92 External Faxmodem;49; 185,17 ;46%;0%; 4.173,66 ; 9.093,16 ; 99,99 ; 19,99 ;1;Carol Adams;5;43;2;6;8/4/2012;3
;54371;15/2/2012;2;1;Ligas;Staples Bulldog Clip;28; 6,20 ;39%;0%; 67,67 ; 174,22 ; 3,78 ; 0,71 ;1;Toby Knight;3;117;2;5;15/2/2012;4
;54371;15/2/2012;2;1;Carpetas;GBC Poly Designer Binding Covers;7; 26,16 ;36%;5%; 56,76 ; 179,02 ; 16,74 ; 5,08 ;1;Toby Knight;3;108;2;6;17/2/2012;1
;54401;4/12/2011;3;1;Carpetas;Avery Legal 4-Ring Binder;34; 42,82 ;51%;7%; 640,53 ; 1.355,34 ; 20,98 ; 1,49 ;1;Dave Hallsten;4;17;3;6;6/12/2011;4
;54407;16/6/2010;5;1;Carpetas;GBC DocuBind 200 Manual Binding Machine;24; 668,22 ;37%;7%; 4.811,20 ; 14.934,71 ; 420,98 ; 19,99 ;1;Maureen Fritzler;4;4;2;6;17/6/2010;3
;54436;19/9/2009;3;3;Perifericos;80 Minute CD-R Spindle, 100/Pack - Staples;17; 68,07 ;42%;4%; 439,73 ; 1.112,88 ; 39,48 ; 1,99 ;3;Toby Knight;3;111;2;2;19/9/2009;4
;54436;19/9/2009;3;3;Perifericos;Imation Neon Mac Format Diskettes, 10/Pack;37; 15,32 ;47%;0%; 266,43 ; 569,70 ; 8,12 ; 2,83 ;1;Toby Knight;3;108;2;2;20/9/2009;2
;54437;19/12/2010;3;3;Telefonos;Accessory36;15; 109,78 ;49%;9%; 658,71 ; 1.503,56 ; 55,99 ; 5,00 ;1;Logan Haushalter;3;112;2;2;19/12/2010;4
;54464;1/9/2009;3;2;Mobiliario;12-1/2 Diameter Round Wall Clock;11; 43,43 ;54%;6%; 229,34 ; 459,61 ; 19,98 ; 10,49 ;1;Joseph Airdo;3;109;4;6;3/9/2009;3
;54464;1/9/2009;3;2;Mobiliario;Regeneration Desk Collection;50; 3,59 ;51%;8%; 77,22 ; 170,08 ; 1,76 ; 4,86 ;1;Joseph Airdo;3;118;4;6;2/9/2009;3
;54467;18/10/2010;1;1;Sobres;Peel & Seel Recycled Catalog Envelopes, Brown;37; 19,63 ;41%;6%; 254,17 ; 688,35 ; 11,58 ; 5,72 ;1;Bradley Drucker;2;24;1;6;20/10/2010;1
;54467;18/10/2010;1;2;Mobiliario;Master Caster Door Stop, Brown;30; 9,58 ;47%;6%; 117,89 ; 272,32 ; 5,08 ; 2,03 ;1;Bradley Drucker;2;26;1;5;20/10/2010;4
;54467;18/10/2010;1;1;Accesorios;Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac;17; 7,25 ;44%;8%; 44,37 ; 120,28 ; 4,06 ; 6,89 ;1;Bradley Drucker;2;25;1;6;23/10/2010;3
;54468;14/12/2009;3;1;Etiquetas;Avery 494;15; 4,42 ;41%;3%; 25,22 ; 64,87 ; 2,61 ; 0,50 ;1;Valerie Takahito;3;113;4;6;15/12/2009;4
;54468;14/12/2009;3;1;Boligrafos;Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black;35; 18,22 ;36%;1%; 223,18 ; 639,23 ; 11,66 ; 7,95 ;1;Valerie Takahito;3;108;4;2;15/12/2009;3
;54497;19/1/2010;2;1;Organizadores;Letter Size Cart;1; 238,10 ;40%;7%; 78,57 ; 241,42 ; 142,86 ; 19,99 ;1;Philip Fox;3;117;3;6;22/1/2010;2
;54501;29/11/2012;4;3;Telefonos;T193;36; 122,20 ;46%;1%; 1.979,70 ; 4.360,33 ; 65,99 ; 4,99 ;1;Guy Armstrong;3;109;2;6;30/11/2012;1
;54501;29/11/2012;4;3;Maquinas de oficina;Sharp EL500L Fraction Calculator;16; 21,86 ;36%;9%; 94,43 ; 325,78 ; 13,99 ; 7,51 ;1;Guy Armstrong;3;120;2;3;1/12/2012;3
;54501;29/11/2012;4;1;Organizadores;Tennsco Commercial Shelving;38; 33,90 ;40%;5%; 450,87 ; 1.258,79 ; 20,34 ; 35,00 ;1;Guy Armstrong;3;104;2;1;1/12/2012;2
;54528;4/1/2011;5;1;Boligrafos;Boston 16765 Mini Stand Up Battery Pencil Sharpener;17; 22,86 ;49%;1%; 186,56 ; 393,77 ; 11,66 ; 8,99 ;1;Ralph Arnett;6;132;4;2;6/1/2011;2
;54528;4/1/2011;5;1;Boligrafos;Staples Battery-Operated Desktop Pencil Sharpener;8; 23,29 ;55%;6%; 91,29 ; 178,02 ; 10,48 ; 2,89 ;1;Ralph Arnett;6;126;4;2;6/1/2011;1
;54528;4/1/2011;5;1;Boligrafos;Zebra Zazzle Fluorescent Highlighters;15; 9,65 ;37%;3%; 49,22 ; 141,33 ; 6,08 ; 0,91 ;1;Ralph Arnett;5;33;4;5;5/1/2011;3
;54533;18/12/2011;5;1;Carpetas;"Wilson Jones Hanging View Binder, White, 1""";21; 12,24 ;42%;3%; 100,26 ; 255,41 ; 7,10 ; 6,05 ;1;Marc Crier;7;73;2;6;19/12/2011;1
;54534;19/3/2012;2;1;Papel;"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack";16; 11,67 ;37%;1%; 67,20 ; 190,76 ; 7,35 ; 5,96 ;1;Tracy Hopkins;2;32;1;6;21/3/2012;1
;54560;16/7/2009;4;3;Perifericos;Memorex 4.7GB DVD+RW, 3/Pack;22; 45,94 ;38%;9%; 293,07 ; 921,62 ; 28,48 ; 1,99 ;1;Barbara Fisher;2;31;1;2;19/7/2009;1
;54560;16/7/2009;4;3;Telefonos;MicroTAC 650;45; 129,39 ;49%;8%; 2.387,29 ; 5.361,83 ; 65,99 ; 4,99 ;3;Barbara Fisher;2;27;1;6;18/7/2009;3
;54563;4/10/2010;4;2;Mobiliario;DAX Metal Frame, Desktop, Stepped-Edge;24; 32,13 ;37%;1%; 277,58 ; 772,33 ; 20,24 ; 8,99 ;1;Fred Hopkins;4;8;3;2;6/10/2010;1
;54564;6/12/2010;3;3;Telefonos;Polyproplyene Holder;27; 115,77 ;43%;4%; 1.219,08 ; 3.006,73 ; 65,99 ; 5,92 ;3;Brendan Murry;2;31;2;6;8/12/2010;3
;54567;2/8/2009;5;2;Mobiliario;Eldon 200 Class Desk Accessories;31; 9,66 ;35%;9%; 77,87 ; 277,96 ; 6,28 ; 5,41 ;1;Nicole Hansen;6;125;1;6;4/8/2009;1
;54592;12/6/2011;1;2;Librerias;Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black;28; 114,48 ;38%;5%; 1.057,83 ; 3.072,12 ; 70,98 ; 26,85 ;2;Erica Hernandez;5;35;1;4;16/6/2011;4
;54592;12/6/2011;1;2;Mobiliario;Eldon Image Series Desk Accessories, Burgundy;34; 6,97 ;40%;3%; 87,64 ; 236,68 ; 4,18 ; 6,92 ;1;Erica Hernandez;5;46;1;6;14/6/2011;2
;54595;28/4/2009;5;1;Tijeras;Acme Elite Stainless Steel Scissors;30; 18,53 ;55%;2%; 294,68 ; 547,52 ; 8,34 ; 2,64 ;1;Erica Hernandez;4;10;1;2;30/4/2009;4
;54595;28/4/2009;5;2;Tapetes;Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum;41; 211,26 ;38%;9%; 2.511,86 ; 7.912,04 ; 130,98 ; 30,00 ;2;Erica Hernandez;4;4;1;7;1/5/2009;2
;54628;5/6/2010;3;3;Perifericos;Memorex 80 Minute CD-R, 30/Pack;21; 44,19 ;48%;7%; 380,50 ; 865,07 ; 22,98 ; 1,99 ;1;Fred Wasserman;6;145;3;2;6/6/2010;2
;54630;10/8/2012;1;1;Papel;Xerox 1894;11; 14,40 ;55%;6%; 77,62 ; 155,12 ; 6,48 ; 6,22 ;1;Rob Williams;6;143;3;6;14/8/2012;3
;54656;19/11/2012;3;1;Carpetas;"Avery Durable Plastic 1"" Binders";22; 8,25 ;45%;9%; 65,38 ; 171,09 ; 4,54 ; 5,83 ;3;Tamara Manning;2;32;2;6;21/11/2012;1
;54659;15/8/2011;3;1;Papel;Xerox 1977;38; 12,85 ;48%;6%; 205,02 ; 464,06 ; 6,68 ; 5,20 ;1;Carol Adams;5;36;2;6;15/8/2011;3
;54692;5/3/2010;5;1;Boligrafos;Newell 333;16; 5,25 ;47%;5%; 35,25 ; 80,70 ; 2,78 ; 0,97 ;1;Tom Ashbrook;2;24;3;5;5/3/2010;2
;54692;5/3/2010;5;3;Telefonos;Polyproplyene Holder;27; 190,15 ;39%;9%; 1.540,20 ; 4.680,92 ; 115,99 ; 8,99 ;1;Tom Ashbrook;2;29;3;6;7/3/2010;2
;54694;19/9/2009;4;1;Sobres;Letter or Legal Size Expandable Poly String Tie Envelopes;43; 5,32 ;50%;8%; 96,08 ; 216,81 ; 2,66 ; 6,35 ;1;Jonathan Howell;4;17;4;6;19/9/2009;3
;54721;18/10/2012;2;2;Librerias;Hon 4-Shelf Metal Bookcases;19; 201,96 ;50%;0%; 1.918,62 ; 3.863,46 ; 100,98 ; 26,22 ;2;Liz Willingham;5;45;2;4;19/10/2012;1
;54727;13/12/2010;5;1;Papel;Xerox 1885;29; 82,83 ;42%;2%; 960,80 ; 2.361,19 ; 48,04 ; 7,23 ;1;Bradley Drucker;2;26;1;6;14/12/2010;4
;54753;18/4/2009;5;3;Telefonos;T39m;36; 283,62 ;45%;6%; 3.982,00 ; 9.601,54 ; 155,99 ; 3,90 ;1;Christopher Schild;3;105;2;6;19/4/2009;4
;54755;7/12/2009;4;3;Perifericos;Keytronic 105-Key Spanish Keyboard;44; 115,59 ;36%;0%; 1.831,01 ; 5.090,13 ; 73,98 ; 4,00 ;1;Matt Collister;4;22;3;6;10/12/2009;2
;54786;11/1/2012;2;1;Organizadores;Tenex Personal Project File with Scoop Front Design, Black;30; 24,51 ;45%;8%; 272,05 ; 680,96 ; 13,48 ; 4,51 ;1;Maribeth Yedwab;3;115;3;6;13/1/2012;4
;54787;24/2/2011;3;1;Papel;Xerox 1982;7; 50,76 ;55%;7%; 170,54 ; 347,29 ; 22,84 ; 16,87 ;1;Cassandra Brandow;2;32;3;6;25/2/2011;2
;54791;20/12/2012;3;2;Tapetes;Office Star - Task Chair with Contemporary Loop Arms;45; 146,74 ;38%;0%; 2.509,29 ; 6.633,39 ; 90,98 ; 30,00 ;2;Lisa DeCherney;4;2;2;7;22/12/2012;4
;54791;20/12/2012;3;2;Mobiliario;Ultra Commercial Grade Dual Valve Door Closer;27; 83,10 ;52%;1%; 1.144,34 ; 2.224,41 ; 39,89 ; 3,04 ;1;Lisa DeCherney;7;58;2;5;21/12/2012;4
;54791;20/12/2012;3;1;Organizadores;Tennsco Regal Shelving Units;42; 174,84 ;42%;7%; 2.570,22 ; 6.864,44 ; 101,41 ; 35,00 ;1;Lisa DeCherney;7;64;2;1;22/12/2012;2
